temperature,humidity,gas,motion,flame,label
32.1259567615395,77.20485324637262,584,1,1,SAFE
29.558703250838832,62.81323365878769,315,1,1,SAFE
32.05137712668338,59.14343774474087,397,1,1,SAFE
35.214946051551316,62.52233009446337,364,1,1,SAFE
38.84872065780541,58.08237001395565,351,1,1,SAFE
43.858194078250385,59.696087960622656,295,1,1,SAFE
36.162040040346824,62.115085131741225,517,1,1,SAFE
44.435641654419214,78.87341884826334,494,1,1,SAFE
34.94497011784771,59.02634929450309,312,1,1,SAFE
44.95480970097884,58.003430428258554,201,1,1,SAFE
35.05358046457723,51.54436253749968,423,1,1,SAFE
43.165317719333075,57.186856720009175,329,1,1,SAFE
35.61869166634273,63.43349493719275,397,1,1,SAFE
29.84110543023001,70.16406642217636,402,1,1,SAFE
32.39308912122809,57.264798148322775,493,1,1,SAFE
32.355662654385064,68.96917491780738,397,1,1,SAFE
32.97648884889106,74.49295619658152,343,1,1,SAFE
41.70604991178476,59.623401949152075,525,1,1,SAFE
38.91625613581763,75.75076414441159,451,1,1,SAFE
38.55128723684565,50.497634867835686,346,1,1,SAFE
31.973319745834587,52.88529653274262,327,1,1,SAFE
35.355027010549605,75.13130317721983,466,1,1,SAFE
31.82132702100517,53.40420563721767,350,1,1,SAFE
35.82895947655132,70.87353198035247,462,1,1,SAFE
38.199680920683576,74.51666600603647,259,1,1,SAFE
30.21658349660818,79.88761099273773,453,1,1,SAFE
42.944315159066534,77.01254171489991,208,1,1,SAFE
30.577427051843635,71.01073489918313,407,1,1,SAFE
42.94220519905154,76.61259272795351,319,1,1,SAFE
42.7554019752192,75.52785346302538,312,1,1,SAFE
28.232574281892276,76.95662565581237,539,1,1,SAFE
36.613732428729094,61.16848299685229,298,1,1,SAFE
44.473276735106346,58.517629242123974,565,1,1,SAFE
35.97467578733172,70.7568559307808,407,1,1,SAFE
44.88914925221641,55.27775758032036,267,1,1,SAFE
29.744981749936002,59.761990944778034,583,1,1,SAFE
39.88341046113125,71.62819772756387,327,1,1,SAFE
36.36617206670943,52.81024303484278,570,1,1,SAFE
37.7266523637179,57.51385455816752,357,1,1,SAFE
44.46021109504891,61.792931740002814,463,1,1,SAFE
37.62277251994526,73.84433910624945,485,1,1,SAFE
37.902067240611295,70.06772178989299,516,1,1,SAFE
34.983867597695046,67.1601259762755,391,1,1,SAFE
37.909445918143355,55.31332038221147,419,1,1,SAFE
34.39889027981886,58.38681025390276,205,1,1,SAFE
32.40317400510889,50.463698495866026,479,1,1,SAFE
31.615006093410273,66.5829490050647,294,1,1,SAFE
44.272399541785056,75.5902836640208,390,1,1,SAFE
31.11394038574364,55.72733093451038,360,1,1,SAFE
31.338440103125553,55.084782400582775,480,1,1,SAFE
32.89382933618944,75.32639422178934,522,1,1,SAFE
36.4012234017873,52.915294813123054,487,1,1,SAFE
38.42287033648101,60.75940343888492,326,1,1,SAFE
35.36659304727473,76.32119215783867,472,1,1,SAFE
41.97339589849349,54.098639943260864,445,1,1,SAFE
32.1898230243951,58.8077553279348,446,1,1,SAFE
33.39561712892553,57.68620830783374,212,1,1,SAFE
26.631883608004806,50.1555458832196,235,1,1,SAFE
40.9659035793355,69.49891792333295,599,1,1,SAFE
26.015370620787937,76.5985144685198,342,1,1,SAFE
32.511659052798876,52.81945819522607,414,1,1,SAFE
38.44052270590399,59.84458002424196,385,1,1,SAFE
35.852892694151535,58.59623756384853,513,1,1,SAFE
42.2080923662335,57.50754081547592,369,1,1,SAFE
41.45201121319317,60.80571924233789,300,1,1,SAFE
35.444865201096086,73.09980659295832,307,1,1,SAFE
37.45780951638,52.56042394981304,564,1,1,SAFE
28.88760067989746,62.34061715170036,554,1,1,SAFE
37.74859802996413,71.78274001167985,468,1,1,SAFE
44.39073734228318,71.43785312539856,346,1,1,SAFE
40.90372389537407,58.124967537862226,291,1,1,SAFE
39.88085285998231,57.525815820399835,316,1,1,SAFE
26.617459332343955,62.84943424820323,595,1,1,SAFE
33.1790588882854,55.19882960212537,200,1,1,SAFE
33.84704459462209,57.1936207747221,317,1,1,SAFE
39.29191845400125,69.80592130153194,572,1,1,SAFE
37.765411876867006,65.500887722797,391,1,1,SAFE
36.087081050228015,68.35162238703057,446,1,1,SAFE
25.954322553832977,66.98111631482229,285,1,1,SAFE
25.287869772595116,53.48217921520749,268,1,1,SAFE
26.8831397653712,59.34239928173883,403,1,1,SAFE
25.343222036635005,72.90093269011733,540,1,1,SAFE
34.469435415611315,55.196056097300456,421,1,1,SAFE
37.99547365285527,51.44176772591101,445,1,1,SAFE
37.701873017352874,51.35912029316133,422,1,1,SAFE
25.306090805807695,78.00308924238449,295,1,1,SAFE
42.12979682376644,69.76080894856835,203,1,1,SAFE
37.31702328779828,78.31674813682271,457,1,1,SAFE
25.530226210832435,67.5732674382039,539,1,1,SAFE
36.509483557517584,61.645097786195656,579,1,1,SAFE
27.570007064678205,74.33612530208009,300,1,1,SAFE
37.518793402031456,74.61280531313804,367,1,1,SAFE
43.107012839121275,55.873734043678894,596,1,1,SAFE
29.291782394167484,61.317772496839275,452,1,1,SAFE
26.88885921511857,70.4902032024907,536,1,1,SAFE
38.114452707614845,61.56189862896695,289,1,1,SAFE
31.8124913892848,57.82083584707709,590,1,1,SAFE
27.363296552433127,70.90211496092452,274,1,1,SAFE
42.549440270541055,72.05213131411656,476,1,1,SAFE
44.35161103040495,66.43915649744262,556,1,1,SAFE
40.012295032817164,74.20504217801792,376,1,1,SAFE
39.63295510599281,53.83069188267397,295,1,1,SAFE
31.816070805060356,77.92271976810694,236,1,1,SAFE
29.771937195806803,70.39534339700737,478,1,1,SAFE
40.09085748169365,53.09371606507798,472,1,1,SAFE
35.68654947061127,64.89683572049233,416,1,1,SAFE
31.400992020612236,76.86569685488601,376,1,1,SAFE
26.06970593494738,78.75624490649595,275,1,1,SAFE
32.09810380925441,78.70402655379368,422,1,1,SAFE
44.012142938751126,67.20313664369858,566,1,1,SAFE
26.665688223905192,52.75112441775443,595,1,1,SAFE
31.57329090739832,70.17555368231115,252,1,1,SAFE
40.83158087451697,73.68854428383662,308,1,1,SAFE
43.61858211374585,79.22744625603231,597,1,1,SAFE
35.99057764647471,63.245915041201314,414,1,1,SAFE
35.91831540329978,71.17494451636084,438,1,1,SAFE
27.859833641056717,72.84531895152416,452,1,1,SAFE
41.769615275279705,62.78274425140823,367,1,1,SAFE
26.45526012728387,74.65580177871068,321,1,1,SAFE
27.93209643384051,65.39978506077179,538,1,1,SAFE
36.626108344535645,75.89415565967012,541,1,1,SAFE
41.25599134515005,78.41745732151577,416,1,1,SAFE
36.83777477642569,60.506547401009406,451,1,1,SAFE
26.670014333973377,73.3144074778231,381,1,1,SAFE
39.101687285933195,57.46172463290864,218,1,1,SAFE
27.223949646123028,64.77875312872578,340,1,1,SAFE
33.10404173562834,67.14419075615032,347,1,1,SAFE
27.376358325361437,53.525787403313146,560,1,1,SAFE
39.88423313886596,70.43118281290727,547,1,1,SAFE
44.24345096949084,61.24611738571112,568,1,1,SAFE
26.657826433867086,65.85110363891627,316,1,1,SAFE
44.264450788812226,50.36463424069449,359,1,1,SAFE
36.12010077285169,59.68059164832751,279,1,1,SAFE
35.554022181726,79.78894388357901,428,1,1,SAFE
30.059803359784823,70.86233369319942,246,1,1,SAFE
37.58797276270525,70.87246066953851,200,1,1,SAFE
37.55116160168127,67.529429357693,343,1,1,SAFE
39.74201411686039,77.4576302500732,529,1,1,SAFE
44.008229681531176,76.70791351672749,355,1,1,SAFE
31.713201295939264,55.09039711686697,363,1,1,SAFE
34.27396809879964,60.60056684078158,377,1,1,SAFE
30.31875849928478,60.81035285615805,427,1,1,SAFE
44.72421488959206,70.94485142059236,344,1,1,SAFE
30.595270143378915,62.33620162616559,419,1,1,SAFE
30.4191528503026,53.99555375671249,234,1,1,SAFE
41.45074485846338,78.49399739875773,455,1,1,SAFE
36.62325242361653,77.57529655506679,209,1,1,SAFE
43.65456966708027,75.98191668501225,564,1,1,SAFE
28.29668522274002,62.33765349756107,573,1,1,SAFE
41.21106661563665,79.61828387944834,376,1,1,SAFE
32.534779398758815,72.48734899928216,416,1,1,SAFE
44.398287956292066,75.26356769407126,297,1,1,SAFE
25.73643735271983,54.015563564019,510,1,1,SAFE
42.29444752510106,74.38703027390233,550,1,1,SAFE
39.998214989399436,77.39497256772928,222,1,1,SAFE
40.379748303610214,78.34297189647285,282,1,1,SAFE
29.94696203486395,63.516324059302804,565,1,1,SAFE
30.02884879023597,58.24195391077726,459,1,1,SAFE
29.572856110069253,70.1510205321757,487,1,1,SAFE
25.937929355824398,58.06017446075922,238,1,1,SAFE
38.43146391185599,65.6092310271138,317,1,1,SAFE
41.627429801250024,59.233317193131484,253,1,1,SAFE
44.35947530879646,52.6522467009694,450,1,1,SAFE
33.06965732424794,54.02045685351922,502,1,1,SAFE
33.4107155733015,73.5400479183293,597,1,1,SAFE
39.08159536198447,56.388924845267326,391,1,1,SAFE
25.29089331335764,60.517626764197914,297,1,1,SAFE
37.73288643244565,66.64446825626678,507,1,1,SAFE
35.94892613798223,63.52731342248313,534,1,1,SAFE
32.9308556464254,68.66260100683621,250,1,1,SAFE
38.95283742986926,73.89415327021632,337,1,1,SAFE
43.53175250322989,64.76348879238614,539,1,1,SAFE
34.182715124765224,79.40097725856431,252,1,1,SAFE
31.948268164508285,56.27392373235543,242,1,1,SAFE
29.802912375563864,52.27589984325992,448,1,1,SAFE
34.20238317967144,67.54298317847461,573,1,1,SAFE
38.95335147393864,55.402018170478954,587,1,1,SAFE
31.913345666477262,76.90365229718036,394,1,1,SAFE
35.304721097284215,79.19331047810313,260,1,1,SAFE
28.845780376173416,51.226058487994365,204,1,1,SAFE
31.901652556447736,60.428576434480505,221,1,1,SAFE
26.774050675141112,53.61907613301803,432,1,1,SAFE
32.119829685439726,76.82651788687778,277,1,1,SAFE
31.60199026620311,59.64748294040087,481,1,1,SAFE
40.98820797818085,68.83701168472723,438,1,1,SAFE
35.23314027094523,54.709330481485814,247,1,1,SAFE
26.221559197097275,58.30632944441611,456,1,1,SAFE
26.69034015361364,67.91834246766291,379,1,1,SAFE
29.186986466734204,61.11416308374146,413,1,1,SAFE
29.722330662348085,72.79866226812757,277,1,1,SAFE
34.25069432266296,72.4241281440127,213,1,1,SAFE
27.954781838124532,53.99350785762435,202,1,1,SAFE
42.904136753743984,65.35032326346999,438,1,1,SAFE
25.609443054671882,76.0164494322417,493,1,1,SAFE
35.65234532910046,57.27411510904189,318,1,1,SAFE
32.54568326209245,50.602135933331795,472,1,1,SAFE
29.22896013993089,59.824920565337436,499,1,1,SAFE
29.664328230996023,60.28780592834781,224,1,1,SAFE
38.58204638288979,73.67513715822015,308,1,1,SAFE
34.591642035085,67.52598454142507,233,1,1,SAFE
36.15484531900875,67.59606303982278,435,1,1,SAFE
27.551606055911275,58.51327717396173,205,1,1,SAFE
42.992947942900244,68.22665666880718,514,1,1,SAFE
44.730304975859596,68.17324458070661,488,1,1,SAFE
25.150687262681494,56.75998393137585,269,1,1,SAFE
29.919154567690164,54.82044119778667,530,1,1,SAFE
26.75775249080288,74.1759466022343,351,1,1,SAFE
42.935308492528506,52.40701236984927,442,1,1,SAFE
25.36484962856722,70.90884387099265,422,1,1,SAFE
42.93220525948041,67.2799525341698,274,1,1,SAFE
42.310142517879605,74.5121621284784,568,1,1,SAFE
34.81497558517569,71.68688289865327,261,1,1,SAFE
43.587519782551716,66.70288679041789,591,1,1,SAFE
34.53238968252824,75.15747676107874,332,1,1,SAFE
28.74087497115047,59.71037709212731,474,1,1,SAFE
28.990138546766396,72.08741551095464,339,1,1,SAFE
27.29673649478407,68.31860127324897,519,1,1,SAFE
26.74580359179351,65.18311869078042,555,1,1,SAFE
31.412843843190288,67.81649292673697,589,1,1,SAFE
31.732085563878414,54.03244030816923,337,1,1,SAFE
44.7992046477989,59.670615349241686,329,1,1,SAFE
26.757362224853136,54.16474320326061,528,1,1,SAFE
40.20455719779373,67.86916221823533,237,1,1,SAFE
33.23681828294537,60.46604799628986,504,1,1,SAFE
42.01454920032909,72.37923576646155,533,1,1,SAFE
43.658761341999096,79.72788429372171,275,1,1,SAFE
32.58457169927601,77.79348270769134,519,1,1,SAFE
36.48946226359824,75.25486330274816,527,1,1,SAFE
41.55881774354984,72.51505774295941,515,1,1,SAFE
28.27311885731409,54.92797393792979,204,1,1,SAFE
29.713834921299995,69.01275691160532,261,1,1,SAFE
32.17660968247005,76.31601622439325,288,1,1,SAFE
38.65964126834265,63.55845803897118,303,1,1,SAFE
32.53888858849815,63.880393570088195,552,1,1,SAFE
39.95218760352502,65.08161170277438,352,1,1,SAFE
32.10724903636792,61.744463306045056,508,1,1,SAFE
43.12944221929094,68.72713987741976,397,1,1,SAFE
43.796642472269504,68.83124159214253,241,1,1,SAFE
27.785441453267744,73.82075567810888,356,1,1,SAFE
34.908472528079315,72.24382733417136,356,1,1,SAFE
28.033497594655024,59.35166203386645,488,1,1,SAFE
25.670648694715588,67.0966905461395,209,1,1,SAFE
34.879629742617254,72.63905875580349,317,1,1,SAFE
41.42514609344026,53.31895210865622,427,1,1,SAFE
34.14000438563357,68.11873616217537,214,1,1,SAFE
40.94590731559107,54.49752282046322,246,1,1,SAFE
33.179103541709864,73.15645941794736,294,1,1,SAFE
36.968854024104544,66.96525041968921,481,1,1,SAFE
30.035981178139053,60.37087980511758,210,1,1,SAFE
44.181495891280555,60.275727715356304,333,1,1,SAFE
33.0170283352728,63.86017410932398,501,1,1,SAFE
37.29900526305309,77.35557226528894,303,1,1,SAFE
35.11777357768932,68.34362706303943,310,1,1,SAFE
39.52191172124802,67.78888715776465,555,1,1,SAFE
43.375010445214926,73.7025391137226,492,1,1,SAFE
39.14477268626797,54.57617128742784,291,1,1,SAFE
32.488707394408436,52.06764618101656,250,1,1,SAFE
39.728884712494455,78.03101044307044,413,1,1,SAFE
43.21372396511426,53.68432345537202,300,1,1,SAFE
44.69682397924669,75.16694259337802,381,1,1,SAFE
41.74981578004984,59.96439237964817,254,1,1,SAFE
29.547912417542253,68.23683181382776,508,1,1,SAFE
31.70394483291802,74.08560345794035,316,1,1,SAFE
37.07443063460278,53.428019001670634,443,1,1,SAFE
35.74791205875846,77.59566849238281,585,1,1,SAFE
34.314002446376264,64.4251093426722,546,1,1,SAFE
34.044358817796144,56.738144688199455,563,1,1,SAFE
43.25498925758258,57.44679328271456,224,1,1,SAFE
34.9673554547896,62.56776348513644,543,1,1,SAFE
31.229463422655147,73.41487122638263,349,1,1,SAFE
29.40194428162194,56.38042353023679,248,1,1,SAFE
28.560719337395028,78.83210952408365,376,1,1,SAFE
36.14610737780096,75.81896053672202,262,1,1,SAFE
44.93748503691894,65.06585030993728,456,1,1,SAFE
31.198738525372217,61.91954346372793,578,1,1,SAFE
40.99564044148539,60.48160997147999,357,1,1,SAFE
28.81375441327333,51.09649003544285,485,1,1,SAFE
41.73129626584666,67.62360812702224,456,1,1,SAFE
40.51055233390021,63.59866504244083,393,1,1,SAFE
35.68911782514494,64.43263845162758,421,1,1,SAFE
36.192806626164355,54.657207377921374,584,1,1,SAFE
31.687256226209644,52.26510091411668,330,1,1,SAFE
32.46618632559506,58.12234019430662,565,1,1,SAFE
35.53156933318587,74.02249314458363,254,1,1,SAFE
28.12305194732381,71.47916686542193,548,1,1,SAFE
33.159689907296894,66.55167785778019,522,1,1,SAFE
29.62149593176143,70.15678230796185,527,1,1,SAFE
27.082171639691477,73.99748256119568,266,1,1,SAFE
42.74920965027006,66.70164754350098,463,1,1,SAFE
26.988827855186905,57.29516572998362,277,1,1,SAFE
37.06394804353959,74.20550446887758,599,1,1,SAFE
32.943670592369095,70.04255409711939,597,1,1,SAFE
30.862954605220267,76.89007455563359,206,1,1,SAFE
37.66481549821921,72.07713839588007,284,1,1,SAFE
25.530644077476396,55.443063052693915,235,1,1,SAFE
37.858511272285064,71.11838405415529,584,1,1,SAFE
41.34887123476882,60.25452055093628,433,1,1,SAFE
41.5021466284532,60.891776365852714,318,1,1,SAFE
30.361272816457525,68.72446723547402,455,1,1,SAFE
36.0409436170396,63.083795874059504,554,1,1,SAFE
43.96906613924313,72.90817382479283,479,1,1,SAFE
27.284758518407937,66.97329859899682,258,1,1,SAFE
42.891044537881825,73.99565767841946,408,1,1,SAFE
34.69556734300692,65.37372967645764,208,1,1,SAFE
35.83268429321734,69.00434659478442,558,1,1,SAFE
29.36046214988173,69.35162503307988,203,1,1,SAFE
27.64552422250661,77.01716903709158,297,1,1,SAFE
30.44614653038738,50.551720296424,345,1,1,SAFE
35.59323357310162,74.45163285207371,240,1,1,SAFE
30.48110441374412,66.6253400754738,352,1,1,SAFE
34.94929787959781,71.60607744896888,316,1,1,SAFE
25.21991657316961,54.10656890206422,512,1,1,SAFE
30.329967867417643,71.96553735377188,297,1,1,SAFE
37.010337208673064,69.95110023638766,593,1,1,SAFE
43.2882389184992,62.56311574676219,389,1,1,SAFE
35.378354105656754,51.40897900325165,509,1,1,SAFE
39.760672328527406,52.483960037753796,491,1,1,SAFE
40.41971851070957,52.04749116062275,466,1,1,SAFE
30.773874735413997,60.670181493948476,312,1,1,SAFE
39.430657222438114,68.31214001023872,509,1,1,SAFE
34.52100804398199,69.91013496087945,445,1,1,SAFE
27.70002554842414,64.51264825797239,449,1,1,SAFE
25.623662701225694,57.867921328994754,426,1,1,SAFE
41.83059320620087,75.39223547943672,564,1,1,SAFE
28.093442817664723,68.69997652714972,272,1,1,SAFE
26.502755634716173,71.8456626861081,416,1,1,SAFE
39.09851099377906,67.94858174804463,224,1,1,SAFE
29.928040664782138,74.573069530226,428,1,1,SAFE
25.046787812515564,79.0309816462126,301,1,1,SAFE
36.80461333738174,60.829216908200806,243,1,1,SAFE
41.148605036335226,78.86296357292353,216,1,1,SAFE
44.00474707641605,63.380173188738674,502,1,1,SAFE
26.73410423724367,78.74512379011792,538,1,1,SAFE
39.644497728191226,74.1968344358435,414,1,1,SAFE
39.482066585462775,69.1169473936846,399,1,1,SAFE
29.993360177183717,64.68274890929422,342,1,1,SAFE
38.8635042291385,51.5478741997613,225,1,1,SAFE
25.788536227370116,71.16725517547066,398,1,1,SAFE
44.9870699913167,66.67419744311539,285,1,1,SAFE
43.30976595176084,51.01837935757396,316,1,1,SAFE
39.62047342916563,55.777970833568915,527,1,1,SAFE
44.42116490330736,78.32799467340303,281,1,1,SAFE
39.90129096240441,51.64647843939425,302,1,1,SAFE
25.740152694309852,67.8880963544616,307,1,1,SAFE
27.411337715545578,52.308596048876275,492,1,1,SAFE
35.605302652698,63.23096485244485,563,1,1,SAFE
36.44855518866932,74.11930938202693,203,1,1,SAFE
40.81446329677927,59.562575087962095,409,1,1,SAFE
35.40336219757464,62.80451169964593,307,1,1,SAFE
29.659189495072674,50.73202344669614,369,1,1,SAFE
44.80682626683554,50.007125707276536,468,1,1,SAFE
35.57874268054424,78.17203095538689,426,1,1,SAFE
26.40059411494942,50.284563008854946,228,1,1,SAFE
40.34376577862254,62.057927408277266,444,1,1,SAFE
34.595626537130094,67.42271621681984,435,1,1,SAFE
44.681669383985906,73.04820241593555,558,1,1,SAFE
35.45038383269046,71.96815421553936,376,1,1,SAFE
27.209482262627894,60.638664729223294,357,1,1,SAFE
42.05643643383803,71.46659945702726,492,1,1,SAFE
25.84186379272724,50.53621804200242,272,1,1,SAFE
27.189351973582305,61.74890421621068,339,1,1,SAFE
44.1283139511885,73.93967966430151,579,1,1,SAFE
33.35161551569857,76.37354922686494,501,1,1,SAFE
37.01596892884396,77.11171901525812,425,1,1,SAFE
28.340678921841505,79.7350587841093,258,1,1,SAFE
33.03160472850975,75.13477205849736,509,1,1,SAFE
37.15473589757718,65.38065533049526,529,1,1,SAFE
25.93890714295626,61.522718344737484,440,1,1,SAFE
44.14540525966651,74.78617087381897,204,1,1,SAFE
26.156853531267927,79.07307890422433,376,1,1,SAFE
35.36520733352784,67.91822217291023,440,1,1,SAFE
28.477904984389745,61.887260567079764,377,1,1,SAFE
34.82372681737253,79.89007327420173,202,1,1,SAFE
41.31666249981235,56.73321715509982,319,1,1,SAFE
39.95743208184457,51.045954807014745,267,1,1,SAFE
36.60172415675622,52.74460512193264,304,1,1,SAFE
32.82339532160759,58.18878124568945,228,1,1,SAFE
42.774961597379544,78.6695449468926,531,1,1,SAFE
25.7084473683709,59.87154096109613,224,1,1,SAFE
36.01714741218279,52.609602797342305,323,1,1,SAFE
32.45377034024628,57.79261351280979,588,1,1,SAFE
25.975671633463463,65.97807558202287,236,1,1,SAFE
29.403664038996226,70.49776290978788,280,1,1,SAFE
26.2303405247847,76.48718807412384,517,1,1,SAFE
36.84815569319035,74.74042897775448,255,1,1,SAFE
38.24224020213129,66.31336723992197,436,1,1,SAFE
39.67819837907403,65.63780936541245,535,1,1,SAFE
38.16903669316851,75.51745187282725,258,1,1,SAFE
28.20800210660144,60.020266362357134,244,1,1,SAFE
38.94942923338567,70.40422315280901,390,1,1,SAFE
38.979814760791754,55.67664619355018,332,1,1,SAFE
42.617415183978565,76.15530583235696,230,1,1,SAFE
41.516335011295254,53.86609602420336,562,1,1,SAFE
29.57250323049847,77.26103927808103,281,1,1,SAFE
41.35934048238124,74.96402533873226,211,1,1,SAFE
25.12771743433667,58.61114399524738,245,1,1,SAFE
31.528671530065857,66.79532936926489,559,1,1,SAFE
30.196071621283195,69.02017109298833,543,1,1,SAFE
41.373588409996835,53.85346154279574,273,1,1,SAFE
33.64481567785025,75.20364508223656,259,1,1,SAFE
28.58994646847667,72.61096502151557,477,1,1,SAFE
43.74456974472902,70.6365716690244,441,1,1,SAFE
43.945957765126764,54.991327607968174,211,1,1,SAFE
26.347012029375435,67.4651138052882,392,1,1,SAFE
26.158409211175965,52.240832532735624,409,1,1,SAFE
42.430736123047524,79.2046690753219,484,1,1,SAFE
33.91916614020643,69.42720930205724,580,1,1,SAFE
32.672245208112436,51.96878433722039,232,1,1,SAFE
31.472204382990824,64.65929571213996,257,1,1,SAFE
25.020589596912668,54.76814849830269,425,1,1,SAFE
44.94249000315422,62.78543906707919,596,1,1,SAFE
42.08419548923132,65.81072288635586,484,1,1,SAFE
38.87364451562977,56.62308838366281,329,1,1,SAFE
40.45645560033609,56.901610490943014,226,1,1,SAFE
42.36108645064586,78.89709960320396,291,1,1,SAFE
39.62540133947371,77.28573532843455,556,1,1,SAFE
37.77051895328171,61.92783193888383,586,1,1,SAFE
31.239039809902607,59.62228221314382,214,1,1,SAFE
39.91674024061929,56.01077430646138,480,1,1,SAFE
39.29848080404496,66.88250859030148,407,1,1,SAFE
35.864656115799164,54.777372148377935,344,1,1,SAFE
26.823289808123832,54.60974114483338,226,1,1,SAFE
41.89566456233776,72.83071972828996,586,1,1,SAFE
40.93595655728055,58.82503920030434,223,1,1,SAFE
43.41695695631374,68.49950943562214,245,1,1,SAFE
34.241945815313215,50.036955054992774,472,1,1,SAFE
37.146128965253425,57.42619866810126,208,1,1,SAFE
29.010494534006735,64.74783640224311,518,1,1,SAFE
38.030389336045296,59.77776391856224,585,1,1,SAFE
40.951182012743764,59.31085876770722,404,1,1,SAFE
27.991612853351317,63.937957899074306,519,1,1,SAFE
32.91090167759937,79.2409955561207,365,1,1,SAFE
30.833251574186065,70.84945658379627,488,1,1,SAFE
44.05297276077434,77.2345595895392,466,1,1,SAFE
34.61013894515658,53.147905352545244,275,1,1,SAFE
44.73325186534293,54.2748662870454,279,1,1,SAFE
34.64712763103183,56.31048739756606,360,1,1,SAFE
36.19297366973828,50.29312542257551,552,1,1,SAFE
35.35423286769423,52.635994974345,276,1,1,SAFE
26.571569943100414,61.90769828604788,393,1,1,SAFE
44.549327726295715,56.025772695868824,321,1,1,SAFE
41.01173398218165,56.0045073273443,574,1,1,SAFE
38.40770916708824,78.5464992306598,516,1,1,SAFE
39.129514529738024,50.94758434476926,461,1,1,SAFE
37.332091637249476,68.38832524596818,240,1,1,SAFE
39.18121038901833,76.12907371238256,377,1,1,SAFE
37.506093204278955,73.50268177824844,310,1,1,SAFE
41.29650227493025,52.40344539154025,283,1,1,SAFE
36.060029051839166,67.9242758789579,221,1,1,SAFE
34.046365690366,69.30733085589574,496,1,1,SAFE
28.279989619789944,63.15821649468615,211,1,1,SAFE
29.94206468020293,54.78634040339565,500,1,1,SAFE
37.314840438844854,59.870523134439864,437,1,1,SAFE
31.737915835422136,55.46353747066098,318,1,1,SAFE
33.67310667912778,51.30984973122084,499,1,1,SAFE
36.10727101875263,71.57605334816792,349,1,1,SAFE
31.646292507102178,66.27435907158102,258,1,1,SAFE
38.006513726938735,55.98627352787435,234,1,1,SAFE
29.411222498446463,62.55199366002958,406,1,1,SAFE
30.153657770224275,63.87868870217949,549,1,1,SAFE
44.215611029739534,62.47722098440822,223,1,1,SAFE
33.50986668896151,60.378049776408886,563,1,1,SAFE
40.3544777613356,65.14534645679053,249,1,1,SAFE
42.34062992244897,67.3602622571718,449,1,1,SAFE
39.50515320830273,64.60006824274109,265,1,1,SAFE
36.95447130511729,73.78868283816894,494,1,1,SAFE
30.536555944701032,67.77050985780087,445,1,1,SAFE
32.18302059332463,61.51541455603389,217,1,1,SAFE
37.63120440185041,71.99339067245843,554,1,1,SAFE
40.52000414070859,62.1593054925723,286,1,1,SAFE
37.65081066452612,61.18545911566803,201,1,1,SAFE
